Images,ActualAge,ActualGender,Model_Pred_Gender,Model_Pred_Age,Model_Pred_Emotion,DeepFaceGender,DeepFaceEmotion,DeepFaceAge
"[[[21 20 26]
  [22 21 27]
  [23 22 28]
  ...
  [ 6  4  7]
  [ 5  5  7]
  [ 6  6  8]]

 [[20 19 25]
  [22 21 27]
  [23 22 28]
  ...
  [ 6  4  7]
  [ 5  5  7]
  [ 6  6  8]]

 [[19 18 24]
  [21 20 26]
  [23 23 31]
  ...
  [ 7  5  8]
  [ 6  6  8]
  [ 5  5  7]]

 ...

 [[12 16 17]
  [12 16 17]
  [11 15 16]
  ...
  [ 8 13 17]
  [ 9 12 17]
  [ 9 12 17]]

 [[15 19 20]
  [14 18 19]
  [13 17 18]
  ...
  [ 9 14 20]
  [10 13 18]
  [10 13 18]]

 [[16 20 21]
  [16 20 21]
  [14 18 19]
  ...
  [ 9 14 20]
  [10 13 18]
  [11 14 19]]]",26,Male,Male,24,fear,Male,happy,27
"[[[202 178 152]
  [202 178 152]
  [203 179 153]
  ...
  [223 196 166]
  [218 193 162]
  [214 189 158]]

 [[201 177 151]
  [202 178 152]
  [203 179 153]
  ...
  [224 197 167]
  [219 194 163]
  [215 190 159]]

 [[200 176 148]
  [201 177 149]
  [203 179 151]
  ...
  [224 197 167]
  [220 195 164]
  [217 192 161]]

 ...

 [[212 149  98]
  [211 148  95]
  [210 145  91]
  ...
  [227 195 156]
  [225 195 157]
  [224 194 156]]

 [[212 149  98]
  [211 148  95]
  [210 145  91]
  ...
  [227 195 156]
  [226 196 158]
  [224 194 156]]

 [[212 149  98]
  [211 148  95]
  [210 145  91]
  ...
  [227 195 156]
  [226 196 158]
  [224 194 156]]]",26,Female,Female,36,neutral,Female,sad,27
"[[[208 197 179]
  [205 194 176]
  [201 190 172]
  ...
  [164 145 112]
  [163 144 111]
  [163 144 111]]

 [[205 194 176]
  [203 192 174]
  [199 188 170]
  ...
  [164 145 112]
  [163 144 111]
  [163 144 111]]

 [[202 191 173]
  [199 188 170]
  [195 184 166]
  ...
  [163 144 111]
  [162 143 110]
  [162 143 110]]

 ...

 [[203 175 164]
  [198 170 159]
  [191 161 151]
  ...
  [169 146 138]
  [168 148 141]
  [168 149 142]]

 [[201 171 161]
  [196 166 156]
  [188 158 147]
  ...
  [174 151 143]
  [173 153 146]
  [174 154 147]]

 [[199 169 159]
  [193 163 153]
  [186 156 145]
  ...
  [177 154 146]
  [178 155 149]
  [177 157 150]]]",66,Female,Female,55,sad,Female,happy,31
"[[[  9   3   5]
  [  9   3   5]
  [  8   4   5]
  ...
  [ 59  17   5]
  [ 60  16   5]
  [ 62  15   5]]

 [[  9   3   5]
  [  9   3   5]
  [  8   4   5]
  ...
  [ 59  17   5]
  [ 60  16   5]
  [ 62  15   5]]

 [[  9   3   5]
  [  9   3   5]
  [  8   4   5]
  ...
  [ 59  17   5]
  [ 60  16   5]
  [ 62  15   5]]

 ...

 [[ 75  84  83]
  [ 64  74  73]
  [ 51  59  61]
  ...
  [238 237 216]
  [238 239 221]
  [240 241 223]]

 [[ 53  63  64]
  [ 44  55  57]
  [ 33  43  45]
  ...
  [240 239 218]
  [239 240 222]
  [240 241 223]]

 [[ 34  45  47]
  [ 27  38  40]
  [ 19  30  34]
  ...
  [241 240 219]
  [239 240 222]
  [239 240 222]]]",35,Male,Male,21,neutral,Male,neutral,27
"[[[ 29 232 229]
  [ 34 232 231]
  [ 41 226 228]
  ...
  [ 43 236 253]
  [ 44 236 251]
  [ 41 233 248]]

 [[ 38 234 233]
  [ 38 230 231]
  [ 41 223 226]
  ...
  [ 45 236 254]
  [ 46 238 253]
  [ 42 234 249]]

 [[ 44 229 234]
  [ 42 224 228]
  [ 45 216 223]
  ...
  [ 47 238 255]
  [ 48 240 255]
  [ 44 236 251]]

 ...

 [[ 91 210 234]
  [ 89 200 227]
  [ 77 178 206]
  ...
  [ 70 184 208]
  [ 78 200 223]
  [ 84 210 233]]

 [[ 87 197 222]
  [ 77 181 206]
  [ 62 153 180]
  ...
  [ 59 166 186]
  [ 71 186 207]
  [ 80 199 221]]

 [[ 78 184 208]
  [ 64 164 188]
  [ 48 135 163]
  ...
  [ 39 140 160]
  [ 48 159 179]
  [ 56 171 192]]]",36,Male,Male,45,neutral,Male,neutral,32
"[[[120 132 120]
  [118 130 118]
  [116 128 116]
  ...
  [106  97 100]
  [105  96  99]
  [104  95  98]]

 [[119 131 119]
  [117 129 117]
  [116 128 116]
  ...
  [105  96  99]
  [104  95  98]
  [102  93  96]]

 [[116 128 116]
  [116 128 116]
  [116 128 116]
  ...
  [104  95  98]
  [102  93  96]
  [101  92  95]]

 ...

 [[171 186 179]
  [177 192 185]
  [185 200 193]
  ...
  [184 131 141]
  [183 130 140]
  [181 128 138]]

 [[166 181 174]
  [174 189 182]
  [183 198 191]
  ...
  [187 131 142]
  [186 130 141]
  [185 129 140]]

 [[163 178 171]
  [172 187 180]
  [182 197 190]
  ...
  [188 132 143]
  [187 131 142]
  [186 130 141]]]",40,Male,Male,47,happy,Male,happy,30
"[[[ 88  67  50]
  [ 89  68  51]
  [ 97  74  56]
  ...
  [237 237 237]
  [238 238 238]
  [240 240 240]]

 [[ 88  67  50]
  [ 90  69  52]
  [ 97  74  56]
  ...
  [238 238 238]
  [239 239 239]
  [240 240 240]]

 [[ 89  68  51]
  [ 90  69  52]
  [ 97  74  56]
  ...
  [240 240 240]
  [240 240 240]
  [242 242 242]]

 ...

 [[128  96  73]
  [132 100  77]
  [139 105  80]
  ...
  [194 197 214]
  [193 196 215]
  [193 196 215]]

 [[130  98  75]
  [133 101  78]
  [139 105  80]
  ...
  [194 197 214]
  [194 197 216]
  [194 197 216]]

 [[131  99  76]
  [134 102  79]
  [138 104  79]
  ...
  [195 198 215]
  [194 197 216]
  [194 197 216]]]",34,Male,Male,34,neutral,Male,neutral,26
"[[[ 65  48  22]
  [ 67  50  24]
  [ 70  53  27]
  ...
  [103  76  65]
  [103  76  65]
  [102  75  64]]

 [[ 65  48  22]
  [ 66  49  23]
  [ 69  52  26]
  ...
  [ 99  72  61]
  [ 97  70  59]
  [ 95  68  57]]

 [[ 66  49  23]
  [ 67  50  24]
  [ 69  51  27]
  ...
  [ 94  67  56]
  [ 89  62  51]
  [ 86  59  48]]

 ...

 [[236 209 179]
  [232 205 175]
  [226 199 169]
  ...
  [  8  12  24]
  [ 13  17  26]
  [ 13  18  24]]

 [[234 207 178]
  [231 204 174]
  [224 199 168]
  ...
  [ 10  14  26]
  [ 13  17  28]
  [ 12  16  25]]

 [[234 207 178]
  [230 203 174]
  [223 198 167]
  ...
  [ 11  15  27]
  [ 13  17  29]
  [ 11  15  26]]]",59,Male,Male,59,happy,Male,happy,34
"[[[251 245 209]
  [251 245 209]
  [251 245 209]
  ...
  [248 241 199]
  [250 243 199]
  [249 242 198]]

 [[251 245 209]
  [251 245 209]
  [251 245 209]
  ...
  [248 241 199]
  [249 242 198]
  [249 242 198]]

 [[251 245 209]
  [251 245 209]
  [251 245 209]
  ...
  [249 240 197]
  [250 241 198]
  [250 241 198]]

 ...

 [[121 117  92]
  [124 120  95]
  [128 124  97]
  ...
  [189 140 100]
  [189 140 100]
  [190 141 101]]

 [[123 119  94]
  [125 121  96]
  [128 124  97]
  ...
  [189 141 101]
  [189 141 101]
  [189 141 101]]

 [[127 123  98]
  [130 126 101]
  [133 129 102]
  ...
  [190 142 102]
  [190 142 102]
  [190 142 102]]]",38,Male,Male,34,sad,Male,neutral,39
"[[[158 154 151]
  [155 151 148]
  [152 148 145]
  ...
  [135 134 132]
  [128 127 125]
  [118 117 115]]

 [[157 153 150]
  [155 151 148]
  [152 148 145]
  ...
  [133 132 130]
  [126 125 123]
  [117 116 114]]

 [[156 152 149]
  [155 151 148]
  [153 149 146]
  ...
  [130 129 127]
  [125 124 122]
  [116 115 113]]

 ...

 [[110 108 109]
  [110 108 109]
  [110 108 109]
  ...
  [162 149 132]
  [156 143 127]
  [150 137 121]]

 [[110 108 109]
  [110 108 109]
  [110 108 109]
  ...
  [145 129 114]
  [141 125 110]
  [137 121 106]]

 [[110 108 109]
  [110 108 109]
  [110 108 109]
  ...
  [122 106  91]
  [119 103  88]
  [116 100  85]]]",59,Male,Male,45,neutral,Male,happy,43
"[[[ 53  33  22]
  [ 52  32  21]
  [ 50  30  19]
  ...
  [102  77  37]
  [ 95  71  33]
  [ 90  68  31]]

 [[ 53  33  22]
  [ 52  32  21]
  [ 49  29  18]
  ...
  [103  78  38]
  [ 95  71  33]
  [ 90  68  31]]

 [[ 53  33  22]
  [ 51  31  20]
  [ 49  29  18]
  ...
  [103  78  38]
  [ 96  72  34]
  [ 91  69  32]]

 ...

 [[  7  11  10]
  [  7  11  10]
  [  9  11  10]
  ...
  [246 240 224]
  [237 233 221]
  [230 226 215]]

 [[  7  11  10]
  [  7  11  10]
  [  9  11  10]
  ...
  [244 238 226]
  [233 229 220]
  [224 221 212]]

 [[  7  11  10]
  [  7  11  10]
  [  9  11  10]
  ...
  [243 236 226]
  [231 227 218]
  [220 217 210]]]",66,Male,Male,47,sad,Male,neutral,48
"[[[173 168 139]
  [173 168 139]
  [173 168 139]
  ...
  [ 90  80  71]
  [ 89  79  70]
  [ 88  78  69]]

 [[174 169 140]
  [174 169 140]
  [173 168 139]
  ...
  [ 92  82  73]
  [ 91  81  72]
  [ 91  81  72]]

 [[175 170 141]
  [175 170 141]
  [174 169 140]
  ...
  [ 95  85  76]
  [ 95  85  76]
  [ 95  85  76]]

 ...

 [[243 246 225]
  [242 245 224]
  [242 245 224]
  ...
  [190 183 164]
  [192 185 166]
  [194 187 168]]

 [[243 246 225]
  [242 245 224]
  [242 245 224]
  ...
  [189 182 163]
  [191 184 165]
  [193 186 167]]

 [[243 246 225]
  [242 245 224]
  [242 245 224]
  ...
  [188 181 162]
  [191 184 165]
  [192 185 166]]]",61,Male,Male,44,sad,Male,fear,26
"[[[ 37  33  24]
  [ 39  35  26]
  [ 41  37  28]
  ...
  [140 144 145]
  [141 145 146]
  [142 146 147]]

 [[ 36  32  23]
  [ 38  34  25]
  [ 40  36  27]
  ...
  [140 144 145]
  [141 145 146]
  [142 146 147]]

 [[ 35  31  22]
  [ 37  33  24]
  [ 41  34  26]
  ...
  [140 144 145]
  [140 144 145]
  [141 145 146]]

 ...

 [[ 73  50  42]
  [ 85  63  52]
  [101  77  67]
  ...
  [156 157 161]
  [155 156 160]
  [155 156 160]]

 [[ 83  61  50]
  [ 96  74  63]
  [112  88  78]
  ...
  [157 158 162]
  [155 156 160]
  [155 156 160]]

 [[ 90  68  57]
  [104  82  71]
  [121  97  85]
  ...
  [157 158 162]
  [156 157 161]
  [155 156 160]]]",26,Female,Female,27,sad,Male,happy,25
"[[[158 151 133]
  [155 148 130]
  [152 145 127]
  ...
  [158 151 132]
  [159 152 133]
  [156 149 130]]

 [[157 150 132]
  [155 148 130]
  [152 145 127]
  ...
  [158 151 132]
  [158 151 132]
  [155 148 129]]

 [[157 150 132]
  [155 148 130]
  [151 144 126]
  ...
  [159 152 134]
  [158 151 133]
  [153 146 128]]

 ...

 [[132 120  94]
  [133 121  95]
  [135 123  97]
  ...
  [142 130 104]
  [142 130 104]
  [142 130 104]]

 [[132 120  94]
  [133 121  95]
  [134 122  96]
  ...
  [142 130 104]
  [142 130 104]
  [142 130 104]]

 [[132 120  94]
  [133 121  95]
  [134 122  96]
  ...
  [141 129 103]
  [141 129 103]
  [141 129 103]]]",95,Female,Female,78,happy,Male,neutral,32
"[[[ 40  42  55]
  [ 42  44  57]
  [ 46  45  59]
  ...
  [ 32  25  43]
  [ 31  27  42]
  [ 30  26  41]]

 [[ 39  41  54]
  [ 41  43  56]
  [ 46  45  59]
  ...
  [ 32  25  43]
  [ 31  27  42]
  [ 31  27  42]]

 [[ 39  41  54]
  [ 41  43  56]
  [ 45  44  58]
  ...
  [ 32  25  43]
  [ 32  28  43]
  [ 32  28  43]]

 ...

 [[ 96  87  92]
  [ 91  85  89]
  [ 88  79  84]
  ...
  [238 212 185]
  [240 214 189]
  [242 216 189]]

 [[ 91  85  89]
  [ 87  82  86]
  [ 81  75  79]
  ...
  [240 214 189]
  [240 216 192]
  [242 218 192]]

 [[ 88  83  87]
  [ 84  79  83]
  [ 77  72  76]
  ...
  [242 216 193]
  [242 218 194]
  [244 220 196]]]",35,Male,Male,34,happy,Male,happy,25
"[[[ 77  53  41]
  [ 80  56  44]
  [ 84  60  48]
  ...
  [ 19  14  11]
  [ 19  13  13]
  [ 20  14  14]]

 [[ 77  53  41]
  [ 80  56  44]
  [ 84  60  48]
  ...
  [ 20  15  12]
  [ 20  14  14]
  [ 20  14  14]]

 [[ 78  54  42]
  [ 81  57  45]
  [ 87  61  48]
  ...
  [ 21  16  13]
  [ 21  15  15]
  [ 22  16  16]]

 ...

 [[186 177 162]
  [190 181 166]
  [195 188 172]
  ...
  [ 64  71  64]
  [ 73  80  72]
  [ 82  90  79]]

 [[186 177 160]
  [190 181 164]
  [195 188 172]
  ...
  [ 60  67  60]
  [ 67  74  66]
  [ 74  82  71]]

 [[187 178 161]
  [190 181 164]
  [194 187 171]
  ...
  [ 60  67  60]
  [ 64  71  63]
  [ 70  78  67]]]",7,Female,Male,0,neutral,Male,neutral,22
"[[[133 124 109]
  [119 110  95]
  [108  96  82]
  ...
  [ 85  65  54]
  [ 83  65  53]
  [ 82  64  52]]

 [[131 122 107]
  [118 109  94]
  [107  95  81]
  ...
  [ 82  62  51]
  [ 80  62  50]
  [ 79  61  49]]

 [[128 119 104]
  [116 107  92]
  [106  94  80]
  ...
  [ 77  57  46]
  [ 75  57  45]
  [ 74  56  44]]

 ...

 [[126  97  83]
  [124  95  81]
  [122  93  79]
  ...
  [113  86  65]
  [118  91  70]
  [122  95  74]]

 [[125  96  82]
  [123  94  80]
  [121  92  78]
  ...
  [113  86  65]
  [116  89  68]
  [118  91  70]]

 [[124  95  81]
  [122  93  79]
  [120  91  77]
  ...
  [112  85  64]
  [115  88  67]
  [116  89  68]]]",26,Female,Female,27,happy,Female,happy,26
"[[[ 49  25  15]
  [ 49  27  16]
  [ 50  27  19]
  ...
  [127  73  49]
  [121  66  45]
  [116  64  43]]

 [[ 50  26  16]
  [ 49  27  16]
  [ 48  28  19]
  ...
  [129  73  50]
  [122  67  46]
  [117  65  44]]

 [[ 49  27  16]
  [ 49  27  16]
  [ 48  28  19]
  ...
  [130  74  51]
  [124  69  48]
  [121  66  46]]

 ...

 [[229 178 175]
  [229 178 175]
  [230 179 176]
  ...
  [130  69  38]
  [137  76  45]
  [142  83  51]]

 [[228 177 174]
  [229 178 175]
  [230 179 176]
  ...
  [129  68  39]
  [134  73  44]
  [137  78  48]]

 [[228 177 174]
  [229 178 175]
  [230 179 176]
  ...
  [129  68  39]
  [132  71  42]
  [134  75  45]]]",52,Male,Male,46,sad,Male,happy,36
"[[[111  79  54]
  [ 96  64  39]
  [ 89  57  32]
  ...
  [119  67  43]
  [137  87  64]
  [122  72  49]]

 [[124  92  67]
  [105  73  48]
  [ 91  59  34]
  ...
  [123  71  47]
  [131  81  58]
  [119  69  46]]

 [[141 109  84]
  [119  87  62]
  [ 99  67  42]
  ...
  [127  75  51]
  [126  76  53]
  [126  76  53]]

 ...

 [[166 132 105]
  [166 132 105]
  [167 133 106]
  ...
  [209 196 188]
  [217 204 195]
  [227 215 203]]

 [[165 131 104]
  [166 132 105]
  [168 134 107]
  ...
  [215 201 192]
  [223 209 198]
  [229 215 202]]

 [[165 131 104]
  [166 132 105]
  [168 134 107]
  ...
  [229 215 204]
  [228 214 203]
  [221 207 194]]]",10,Male,Male,11,sad,Male,fear,27
"[[[227 206 177]
  [232 211 182]
  [233 212 183]
  ...
  [124  88  62]
  [170 133 106]
  [196 156 130]]

 [[231 210 181]
  [239 218 189]
  [244 223 194]
  ...
  [118  82  56]
  [157 120  93]
  [191 151 125]]

 [[235 214 185]
  [246 225 196]
  [253 234 204]
  ...
  [111  75  49]
  [140 103  76]
  [184 144 118]]

 ...

 [[ 65  56  47]
  [ 54  45  36]
  [ 36  26  17]
  ...
  [230 211 179]
  [233 214 184]
  [235 216 186]]

 [[ 76  66  57]
  [ 44  34  25]
  [ 31  21  12]
  ...
  [231 210 179]
  [235 216 186]
  [239 220 190]]

 [[ 94  84  75]
  [ 45  35  26]
  [ 30  20  11]
  ...
  [232 211 180]
  [236 217 187]
  [241 222 192]]]",10,Female,Female,20,sad,Female,sad,26
"[[[ 99 101  87]
  [ 98 101  84]
  [ 99  97  82]
  ...
  [ 24  17  11]
  [ 21  16  12]
  [ 19  15  12]]

 [[ 89  91  77]
  [ 88  90  76]
  [ 90  88  73]
  ...
  [ 25  18  12]
  [ 22  17  13]
  [ 19  15  12]]

 [[ 73  75  61]
  [ 74  76  62]
  [ 78  76  61]
  ...
  [ 27  20  14]
  [ 23  18  14]
  [ 20  17  12]]

 ...

 [[209 110 104]
  [215 118 111]
  [219 129 121]
  ...
  [167 137  83]
  [164 137  82]
  [163 138  82]]

 [[208 103  99]
  [213 111 106]
  [218 123 117]
  ...
  [165 138  85]
  [158 135  81]
  [156 133  79]]

 [[205  97  94]
  [209 106 101]
  [216 119 113]
  ...
  [164 139  85]
  [157 134  82]
  [153 132  79]]]",34,Female,Male,23,sad,Male,sad,27
"[[[ 0  1  0]
  [ 0  1  0]
  [ 0  1  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  1  0]
  [ 0  1  0]
  [ 0  1  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  1  0]
  [ 0  1  0]
  [ 0  1  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[77 70 64]
  [86 79 73]
  [83 76 70]
  ...
  [41 36 32]
  [45 40 36]
  [44 39 35]]

 [[70 63 57]
  [81 74 68]
  [80 73 67]
  ...
  [39 34 30]
  [43 38 34]
  [43 38 34]]

 [[63 56 50]
  [75 68 62]
  [76 69 63]
  ...
  [38 33 29]
  [42 37 33]
  [41 36 32]]]",51,Female,Female,57,neutral,Male,sad,28
"[[[ 59  43  27]
  [ 58  42  26]
  [ 56  40  25]
  ...
  [107  71  21]
  [123  84  29]
  [134  95  36]]

 [[ 58  42  27]
  [ 56  40  25]
  [ 53  37  22]
  ...
  [110  74  26]
  [128  91  38]
  [142 106  48]]

 [[ 56  40  27]
  [ 53  37  24]
  [ 49  33  20]
  ...
  [105  72  27]
  [126  93  42]
  [144 111  58]]

 ...

 [[ 53  33  22]
  [ 51  32  18]
  [ 51  29  18]
  ...
  [ 58  27  24]
  [ 55  26  22]
  [ 53  24  20]]

 [[ 55  37  27]
  [ 53  35  23]
  [ 51  31  22]
  ...
  [ 60  29  26]
  [ 58  29  25]
  [ 57  28  24]]

 [[ 56  38  28]
  [ 54  36  26]
  [ 53  33  24]
  ...
  [ 61  30  27]
  [ 60  31  27]
  [ 60  31  27]]]",26,Female,Female,22,sad,Female,neutral,29
"[[[177 145 134]
  [155 123 112]
  [120  90  80]
  ...
  [ 43  25  23]
  [ 42  22  21]
  [ 40  20  19]]

 [[176 144 133]
  [155 123 112]
  [121  91  81]
  ...
  [ 42  24  22]
  [ 41  21  20]
  [ 40  20  19]]

 [[175 143 132]
  [154 122 111]
  [122  92  82]
  ...
  [ 42  24  22]
  [ 41  21  20]
  [ 40  20  19]]

 ...

 [[132 104  90]
  [125  97  83]
  [115  88  77]
  ...
  [ 32  23  18]
  [ 32  23  18]
  [ 32  23  18]]

 [[140 112 100]
  [136 108  97]
  [128 101  92]
  ...
  [ 31  22  17]
  [ 31  22  17]
  [ 31  22  17]]

 [[145 117 106]
  [142 114 103]
  [136 109 102]
  ...
  [ 30  21  16]
  [ 30  21  16]
  [ 30  21  16]]]",13,Female,Female,8,neutral,Male,neutral,24
"[[[74 42 45]
  [78 46 49]
  [81 49 50]
  ...
  [84 49 55]
  [79 44 50]
  [76 41 47]]

 [[73 41 44]
  [78 46 49]
  [81 49 50]
  ...
  [85 50 56]
  [80 45 51]
  [77 42 48]]

 [[73 41 44]
  [78 46 49]
  [82 50 51]
  ...
  [87 52 58]
  [82 47 53]
  [79 44 50]]

 ...

 [[16 13 20]
  [16 13 20]
  [16 13 20]
  ...
  [68 42 45]
  [71 45 48]
  [73 47 50]]

 [[16 13 20]
  [16 13 20]
  [15 12 19]
  ...
  [68 42 45]
  [71 45 48]
  [72 46 49]]

 [[16 13 20]
  [16 13 20]
  [15 12 19]
  ...
  [67 41 44]
  [70 44 47]
  [72 46 49]]]",26,Female,Female,23,neutral,Male,happy,30
"[[[ 57  48  31]
  [ 57  48  31]
  [ 60  48  32]
  ...
  [238 240 239]
  [238 240 239]
  [238 240 239]]

 [[ 57  48  31]
  [ 57  48  31]
  [ 60  48  32]
  ...
  [238 240 239]
  [238 240 239]
  [238 240 239]]

 [[ 57  48  31]
  [ 57  48  31]
  [ 60  48  32]
  ...
  [238 240 239]
  [238 240 239]
  [238 240 239]]

 ...

 [[ 44  44  52]
  [ 40  40  48]
  [ 34  34  42]
  ...
  [ 64  65  70]
  [ 64  65  70]
  [ 64  65  70]]

 [[ 44  44  52]
  [ 41  41  49]
  [ 35  35  43]
  ...
  [ 60  61  66]
  [ 59  60  65]
  [ 59  60  65]]

 [[ 45  45  53]
  [ 41  41  49]
  [ 35  35  43]
  ...
  [ 53  54  59]
  [ 52  53  58]
  [ 52  53  58]]]",32,Male,Male,37,happy,Male,neutral,28
"[[[  0   0   4]
  [  0   0   4]
  [  0   0   2]
  ...
  [224 204 118]
  [223 201 116]
  [222 200 115]]

 [[  0   0   4]
  [  0   0   4]
  [  0   0   2]
  ...
  [224 204 118]
  [223 201 116]
  [223 201 116]]

 [[  0   0   4]
  [  0   0   4]
  [  0   0   2]
  ...
  [224 204 118]
  [223 201 116]
  [223 201 116]]

 ...

 [[ 14  10   9]
  [ 13   9   8]
  [ 12   8   7]
  ...
  [ 35  36  41]
  [ 35  36  41]
  [ 36  37  42]]

 [[ 10   6   5]
  [ 13   9   8]
  [ 15  11  10]
  ...
  [ 35  36  41]
  [ 36  37  42]
  [ 36  37  42]]

 [[  6   2   1]
  [ 11   7   6]
  [ 17  13  12]
  ...
  [ 36  37  42]
  [ 36  37  42]
  [ 36  37  42]]]",45,Male,Male,40,sad,Male,sad,27
"[[[253 252 255]
  [252 251 255]
  [251 251 255]
  ...
  [112  83  65]
  [ 94  67  50]
  [ 82  56  41]]

 [[252 251 255]
  [252 251 255]
  [250 250 255]
  ...
  [107  78  60]
  [ 88  62  47]
  [ 76  53  37]]

 [[252 251 255]
  [251 250 255]
  [249 249 255]
  ...
  [100  73  56]
  [ 82  59  45]
  [ 72  50  36]]

 ...

 [[236 195 209]
  [245 204 218]
  [253 212 228]
  ...
  [223 187 163]
  [223 189 164]
  [223 189 164]]

 [[229 187 201]
  [237 196 210]
  [248 207 221]
  ...
  [225 189 165]
  [225 191 166]
  [225 191 166]]

 [[225 183 197]
  [232 190 204]
  [243 202 216]
  ...
  [226 190 166]
  [226 192 167]
  [227 193 168]]]",1,Male,Male,0,surprise,Male,fear,25
"[[[32 23  8]
  [35 26 11]
  [40 28 14]
  ...
  [ 0  0  7]
  [ 4  3  9]
  [ 0  0  5]]

 [[38 29 14]
  [40 31 16]
  [45 33 19]
  ...
  [ 0  0  7]
  [ 3  2  8]
  [ 0  0  5]]

 [[45 37 24]
  [47 39 26]
  [50 41 26]
  ...
  [ 0  0  5]
  [ 4  3  9]
  [ 3  2  8]]

 ...

 [[89 42 22]
  [88 41 21]
  [86 39 19]
  ...
  [88 75 41]
  [86 73 39]
  [82 72 37]]

 [[89 42 22]
  [88 41 21]
  [86 39 19]
  ...
  [89 76 42]
  [87 74 40]
  [85 72 38]]

 [[89 42 22]
  [88 41 21]
  [86 39 19]
  ...
  [90 75 42]
  [87 74 40]
  [85 72 38]]]",35,Female,Female,31,sad,Female,sad,26
"[[[255 222 202]
  [228 191 172]
  [186 145 125]
  ...
  [168 102  80]
  [168 102  80]
  [168 102  80]]

 [[249 214 194]
  [219 182 163]
  [178 137 119]
  ...
  [168 102  80]
  [168 102  80]
  [168 102  80]]

 [[235 202 183]
  [206 171 151]
  [167 129 110]
  ...
  [168 102  80]
  [168 102  80]
  [168 102  80]]

 ...

 [[252 251 246]
  [252 251 246]
  [252 251 247]
  ...
  [161   2  24]
  [163   1  24]
  [161   2  24]]

 [[252 251 246]
  [252 251 246]
  [252 251 247]
  ...
  [162   0  23]
  [163   0  23]
  [162   0  23]]

 [[252 251 246]
  [252 251 246]
  [252 251 247]
  ...
  [163   0  23]
  [163   0  23]
  [163   0  23]]]",2,Male,Male,0,neutral,Female,happy,42
"[[[164 137 118]
  [158 131 112]
  [155 128 111]
  ...
  [ 94 123  67]
  [ 94 125  68]
  [ 95 126  67]]

 [[168 141 122]
  [161 134 115]
  [156 129 112]
  ...
  [ 94 123  69]
  [ 94 125  68]
  [ 95 126  67]]

 [[169 142 123]
  [161 134 115]
  [153 127 110]
  ...
  [ 94 123  69]
  [ 94 125  68]
  [ 95 126  69]]

 ...

 [[ 11  19  22]
  [  9  17  20]
  [  5  13  16]
  ...
  [ 13  20  30]
  [  9  16  24]
  [  6  13  21]]

 [[ 13  21  24]
  [ 11  19  22]
  [  8  16  19]
  ...
  [ 10  17  27]
  [  5  12  20]
  [  1   8  14]]

 [[ 15  23  26]
  [ 13  21  24]
  [  9  17  20]
  ...
  [  7  14  22]
  [  2   9  17]
  [  0   5  11]]]",15,Male,Male,14,neutral,Male,neutral,23
"[[[ 47  36  32]
  [ 48  37  33]
  [ 50  39  35]
  ...
  [ 87  29  25]
  [ 88  29  25]
  [ 88  27  24]]

 [[ 49  38  34]
  [ 50  39  35]
  [ 52  41  37]
  ...
  [ 87  29  25]
  [ 88  29  25]
  [ 88  27  24]]

 [[ 51  40  36]
  [ 52  41  37]
  [ 53  42  38]
  ...
  [ 87  29  25]
  [ 88  29  25]
  [ 89  28  25]]

 ...

 [[224 225 207]
  [225 226 208]
  [225 226 208]
  ...
  [105  31  20]
  [104  32  20]
  [104  32  20]]

 [[226 227 209]
  [226 227 209]
  [226 227 209]
  ...
  [105  31  20]
  [104  32  20]
  [104  32  20]]

 [[227 228 210]
  [227 228 210]
  [227 228 210]
  ...
  [105  31  20]
  [104  32  20]
  [104  32  20]]]",32,Female,Female,35,sad,Female,neutral,35
"[[[38 24 24]
  [36 22 22]
  [35 21 21]
  ...
  [36 21 16]
  [42 24 20]
  [44 26 22]]

 [[37 23 23]
  [35 21 21]
  [34 20 20]
  ...
  [37 22 17]
  [42 24 20]
  [45 27 23]]

 [[35 21 21]
  [34 20 20]
  [33 19 19]
  ...
  [37 22 17]
  [42 24 20]
  [45 27 23]]

 ...

 [[58 41 33]
  [57 40 32]
  [57 40 32]
  ...
  [33 19 18]
  [34 20 19]
  [35 21 20]]

 [[61 44 36]
  [60 43 35]
  [59 42 34]
  ...
  [33 19 18]
  [34 20 19]
  [35 21 20]]

 [[63 46 38]
  [62 45 37]
  [60 43 35]
  ...
  [34 20 19]
  [34 20 19]
  [35 21 20]]]",24,Female,Female,23,neutral,Male,neutral,29
